evidence_id,parameter,method,relationship,estimate_low,estimate_central,estimate_high,unit,source_title,source_url,source_type,jurisdiction,population,measurement_start,measurement_end,retrieved_on,independence,status,confidence,transferability,limitations,notes
GAP-QC-PURCHASE-ATTEMPT-RATE,purchase_attempt_rate,ALL,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-QC-MINOR-TRANSACTION-SHARE,minor_share,ALL,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-QC-HIGHER-FRICTION-SHARE,higher_friction_adult_share,ALL,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-MINOR-DETECTION-RATE,minor_detection_rate,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-VERIFICATION-CHECK-RATE,verification_check_rate,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-IDENTITY-PROOFING-RATE,identity_proofing_rate,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-RECORD-RETENTION-YEARS,record_retention_years,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-VARIABLE-COST-PER-CHECK,variable_cost_per_check,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-NO-VERIFICATION-FIXED-ANNUAL-COST,fixed_annual_cost,no_verification,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-MINOR-DETECTION-RATE,minor_detection_rate,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-VERIFICATION-CHECK-RATE,verification_check_rate,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-IDENTITY-PROOFING-RATE,identity_proofing_rate,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-RECORD-RETENTION-YEARS,record_retention_years,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-VARIABLE-COST-PER-CHECK,variable_cost_per_check,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-SELF-DECLARATION-FIXED-ANNUAL-COST,fixed_annual_cost,self_declaration,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-MINOR-DETECTION-RATE,minor_detection_rate,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-VERIFICATION-CHECK-RATE,verification_check_rate,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-IDENTITY-PROOFING-RATE,identity_proofing_rate,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-RECORD-RETENTION-YEARS,record_retention_years,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-VARIABLE-COST-PER-CHECK,variable_cost_per_check,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-VISUAL-ESTIMATION-FIXED-ANNUAL-COST,fixed_annual_cost,visual_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-MINOR-DETECTION-RATE,minor_detection_rate,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-VERIFICATION-CHECK-RATE,verification_check_rate,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-IDENTITY-PROOFING-RATE,identity_proofing_rate,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
